Title,Company,Skills,Experience,Salary,Location,URL
Database Developer(PL SQL),Oracle India Pvt. Ltd.,SQL,5-9 Yrs,"12,00,000 - 22,00,000 PA.","Noida, Bangalore/Bengaluru",https://www.naukri.com/job-listings-database-developer-pl-sql-oracle-india-pvt-ltd-noida-bangalore-bengaluru-5-to-9-years-121021006523?src=jobsearchDesk&sid=16401639867598154&xp=12&px=7
Hiring Java SQL Developer @ Coforge,Coforge,SQL,2-4 Yrs,"2,00,000 - 6,00,000 PA.",Bangalore/Bengaluru,https://www.naukri.com/job-listings-hiring-java-sql-developer-coforge-coforge-limited-bangalore-bengaluru-2-to-4-years-041221004190?src=jobsearchDesk&sid=16401640454351952&xp=16&px=9
"Data Analyst ( SQl, Excel)",Loginworks software Pvt Ltd,SQL,0-2 Yrs,"50,000 - 3,00,000 PA.","Noida, New Delhi, Gautam Buddha Nagar, Greater Noida",https://www.naukri.com/job-listings-data-analyst-sql-excel-loginworks-software-pvt-ltd-noida-new-delhi-gautam-buddha-nagar-greater-noida-0-to-2-years-201221608694?src=jobsearchDesk&sid=16401640575676182&xp=3&px=10
Data Engineer(SQL) Fresher Job Opportunity,APPLICATE IT SOLUTIONS PRIVATE LIMITED,SQL,0-1 Yrs,"5,00,000 - 7,50,000 PA.","Gurgaon/Gurugram(Sohna Road), Bangalore/Bengaluru",https://www.naukri.com/job-listings-data-engineer-sql-fresher-opportunity-applicate-it-solutions-private-limited-gurgaon-gurugram-bangalore-bengaluru-0-to-1-years-151221004012?src=jobsearchDesk&sid=16401640575676182&xp=18&px=10
"Dot Net Developer with ASP.net, MVC and SQL",CoreCentric Engineering Solutions India Pvt. Ltd.,SQL,2-3 Yrs,"6,00,000 - 6,50,000 PA.",Pune(Hadapsar),https://www.naukri.com/job-listings-dot-net-developer-with-asp-net-mvc-and-sql-corecentric-engineering-solutions-india-pvt-ltd-pune-2-to-3-years-201221003396?src=jobsearchDesk&sid=16401640703875542&xp=9&px=11
Job opening For SQL Developer -Gurgaon location,GIST MANAGEMENT SOLUTIONS PRIVATE LIMITED,SQL,7-12 Yrs,"6,00,000 - 16,00,000 PA.",Gurgaon/Gurugram,https://www.naukri.com/job-listings-opening-for-sql-developer-gurgaon-location-gist-management-solutions-private-limited-gurgaon-gurugram-7-to-12-years-201221001946?src=jobsearchDesk&sid=16401640703875542&xp=10&px=11
"SQL Developer
",Snaphunt,SQL,3-5 Yrs,"3,00,000 - 5,00,000 PA.",Chennai,https://www.naukri.com/job-listings-sql-developer-snaphunt-chennai-3-to-5-years-201221003111?src=jobsearchDesk&sid=16401640703875542&xp=16&px=11
Finance & Accounts(Tally),Sansintelli Business Solution ,Tally,0-1 Yrs,"50,000 - 1,00,000 PA.",Madurai,https://www.naukri.com/job-listings-finance-accounts-tally-sansintelli-business-solution-madurai-0-to-1-years-091221002533?src=jobsearchDesk&sid=16401641168743364&xp=3&px=1
Tally Operator / Assitant Executive Accounts,Bangladesh Steel Re-Rolling Mills Ltd,Tally,3-6 Yrs,"1,00,000 - 3,00,000 PA.",Kolkata,https://www.naukri.com/job-listings-tally-operator-assitant-executive-accounts-bangladesh-steel-re-rolling-mills-ltd-kolkata-3-to-6-years-230821006558?src=jobsearchDesk&sid=16401641168743364&xp=5&px=1
Tally Accountant, MEERA MARKETING  ,Tally,4-9 Yrs,"2,00,000 - 3,50,000 PA.",Mumbai(Mira Road +2),https://www.naukri.com/job-listings-tally-accountant-meera-marketing-mumbai-4-to-9-years-081221000074?src=jobsearchDesk&sid=16401641168743364&xp=6&px=1
Female Tally Accountant-Ankleshwar,ADVOCATE TAX CONSULTANTING FIRM ,Tally,0-2 Yrs,"80,000 - 1,25,000 PA.",Ankleshwar,https://www.naukri.com/job-listings-female-tally-accountant-ankleshwar-advocate-tax-consultanting-firm-ankleshwar-0-to-2-years-081221001071?src=jobsearchDesk&sid=16401641168743364&xp=9&px=1
Required Tally & Advance Excel Trainer/Faculty,COMPUTEC PROFESSSIONALS GROUP,Tally,0-2 Yrs,"2,50,000 - 4,00,000 PA.",New Delhi(Uttam Nagar),https://www.naukri.com/job-listings-required-tally-advance-excel-trainer-faculty-computec-professsionals-group-new-delhi-0-to-2-years-100920002319?src=jobsearchDesk&sid=16401641168743364&xp=11&px=1
Required Tally Cum Account Executive,Hayat Placement Services  ,Tally,3-6 Yrs,"1,50,000 - 2,25,000 PA.",Kanpur,https://www.naukri.com/job-listings-required-tally-account-executive-hayat-placement-services-kanpur-3-to-6-years-251121007804?src=jobsearchDesk&sid=16401641168743364&xp=12&px=1
Accounts Executive-male/female Min 2-5 Exp in tally,Vishwakarma Consultancy Services  ,Tally,2-7 Yrs,"1,75,000 - 2,75,000 PA.","Bhopal, misrod, Patel Nagar Bhopal",https://www.naukri.com/job-listings-accounts-executive-male-female-min-2-5-exp-in-tally-vishwakarma-consultancy-services-bhopal-misrod-patel-nagar-bhopal-2-to-7-years-250821006841?src=jobsearchDesk&sid=16401641168743364&xp=13&px=1
Commercial cum Account Assistant Min 2-5 Exp in Tally,Vishwakarma Consultancy Services  ,Tally,2-7 Yrs,"1,75,000 - 3,00,000 PA.",Vapi,https://www.naukri.com/job-listings-commercial-account-assistant-min-2-5-exp-in-tally-vishwakarma-consultancy-services-vapi-2-to-7-years-161221009337?src=jobsearchDesk&sid=16401641168743364&xp=15&px=1
Tally Teacher,Yashika Educational Society,Tally,0-5 Yrs,"1,25,000 - 2,00,000 PA.",Agra,https://www.naukri.com/job-listings-tally-teacher-yashika-educational-society-agra-0-to-5-years-151221012510?src=jobsearchDesk&sid=16401641168743364&xp=20&px=1
Tally Faculty,NICT Computer Education,Tally,0-1 Yrs,"2,00,000 - 3,75,000 PA.",Bangalore/Bengaluru(Jayanagar +2),https://www.naukri.com/job-listings-tally-faculty-nict-computer-education-bangalore-bengaluru-0-to-1-years-131221009320?src=jobsearchDesk&sid=16401641287832342&xp=1&px=2
Vacancy For SEO|| Web Developer|| PHP|| HTML in Chennai.,Synmac Consultants Private Limited,HTML,0-4 Yrs,"80,000 - 2,25,000 PA.",Chennai,https://www.naukri.com/job-listings-vacancy-for-seo-web-developer-php-html-in-chennai-synmac-consultants-private-limited-chennai-0-to-4-years-071221000161?src=jobsearchDesk&sid=16401641710482075&xp=4&px=1
Opportunity  For SEO|| Web Developer|| PHP|| HTML in Chennai.,Synmac Consultants Private Limited,HTML,0-4 Yrs,"80,000 - 2,25,000 PA.",Chennai,https://www.naukri.com/job-listings-opportunity-for-seo-web-developer-php-html-in-chennai-synmac-consultants-private-limited-chennai-0-to-4-years-071221000134?src=jobsearchDesk&sid=16401641710482075&xp=5&px=1
Front End Developer ( HTML / CSS / JS ),Applied Software Pvt Ltd,HTML,4-9 Yrs,"7,50,000 - 17,50,000 PA.",Ahmedabad,https://www.naukri.com/job-listings-front-end-developer-html-css-js-applied-software-pvt-ltd-ahmedabad-4-to-9-years-201221007074?src=jobsearchDesk&sid=16401641710482075&xp=16&px=1
Job Openings For HTML Developer Bangalore EcoSpace Bellandur,GP Strategies,HTML,5-10 Yrs,"5,00,000 - 9,00,000 PA.",Bangalore/Bengaluru,https://www.naukri.com/job-listings-openings-for-html-developer-bangalore-ecospace-bellandur-gp-strategies-india-pvt-ltd-bangalore-bengaluru-5-to-10-years-280920002968?src=jobsearchDesk&sid=16401641710482075&xp=17&px=1
HTML Web Developer,Spider india,HTML,1-3 Yrs,"1,50,000 - 4,00,000 PA.",Chennai(Chinnamalai),https://www.naukri.com/job-listings-html-web-developer-spider-india-chennai-1-to-3-years-300821005796?src=jobsearchDesk&sid=16401641867455829&xp=1&px=2
"HTML Developer
",Snaphunt,HTML,1-3 Yrs,"3,00,000 - 3,50,000 PA.",Jaipur,https://www.naukri.com/job-listings-html-developer-snaphunt-jaipur-1-to-3-years-111121005782?src=jobsearchDesk&sid=16401641867455829&xp=13&px=2
Urgent hiring| UI UX Developer | HTML Developer| Deebaco,SAIVA SYSTEM INDIA PRIVATE LIMITED  ,HTML,2-5 Yrs,"2,25,000 - 4,00,000 PA.",Noida,https://www.naukri.com/job-listings-urgent-hiring-ui-ux-developer-html-developer-deebaco-saiva-system-india-private-limited-noida-2-to-5-years-201221004615?src=jobsearchDesk&sid=16401642287141931&xp=4&px=3
HTML Developer,Multi Recruit   ,HTML,2-4 Yrs,"10,00,000 - 12,00,000 PA.",Gurgaon/Gurugram,https://www.naukri.com/job-listings-html-developer-multi-recruit-gurgaon-gurugram-2-to-4-years-151221002464?src=jobsearchDesk&sid=16401642287141931&xp=9&px=3
HTML Developer,Sabbatech Solutions Private Limited ,HTML,2-4 Yrs,"3,00,000 - 7,00,000 PA.",Chennai,https://www.naukri.com/job-listings-html-developer-sabbatech-solutions-private-limited-chennai-2-to-4-years-091221006022?src=jobsearchDesk&sid=16401642287141931&xp=10&px=3
Great opportunity  For SEO|| Web Developer|| PHP|| HTML in Chennai.,Synmac Consultants Private Limited,HTML,0-4 Yrs,"80,000 - 2,25,000 PA.",Chennai,https://www.naukri.com/job-listings-great-opportunity-for-seo-web-developer-php-html-in-chennai-synmac-consultants-private-limited-chennai-0-to-4-years-061221000307?src=jobsearchDesk&sid=16401642287141931&xp=12&px=3
